100 Length/1 Rnds.;300 Length/1 Rnds.;500 Length/1 Rounds;700 Length/1 Rounds;100 Length/2 Rounds;300 Length/2 Rounds;500 Length/2 Rounds;700 Length/2 Rounds;100 Length/3 Rounds;300 Length/3 Rounds;500 Length/3 Rounds;700 Length/3 Rounds;100 Length/4 Rounds;300 Length/4 Rounds;500 Length/4 Rounds;700 Length/4 Rounds;100 Length/5 Rounds;300 Length/5 Rounds;500 Length/5 Rounds;700 Length/5 Rounds
0.018367056;0.004774413;0.001887537;0.00101145;0.019136361;0.005022653;0.001998918;0.001128624;0.021989108;0.005404772;0.002248152;0.001177849;0.023389831;0.005638196;0.002566369;0.001265446;0.025506893;0.006277838;0.002667674;0.001533606
0.017760163;0.004774413;0.001887537;0.000974046;0.019898208;0.004940867;0.002037568;0.001128624;0.020716245;0.00545287;0.002364423;0.001181087;0.024709602;0.00603321;0.002327608;0.001271875;0.028706351;0.006215811;0.002637756;0.001455554
0.018038119;0.004478963;0.001920997;0.00101145;0.02094162;0.00485812;0.002026071;0.001014734;0.020694353;0.005239228;0.002178723;0.001174612;0.025156489;0.005114096;0.002505401;0.001162888;0.029522158;0.005975061;0.002767714;0.001441331
0.018658196;0.00470177;0.001853902;0.00099278;0.021100301;0.004940867;0.002108529;0.001128624;0.021557569;0.005480867;0.002259234;0.001171456;0.021023346;0.005556001;0.002530655;0.001469887;0.028811396;0.006501488;0.002607161;0.001405697
0.018038119;0.004554045;0.002020322;0.000974046;0.021307802;0.005022653;0.002097095;0.001171456;0.021161619;0.005554961;0.002364423;0.001205522;0.026630978;0.005764642;0.002327608;0.001396485;0.026537108;0.006272041;0.002571895;0.001345895
0.018357724;0.004554045;0.001853902;0.00101145;0.01967965;0.00517176;0.002070278;0.001131873;0.0265666;0.005102438;0.002216143;0.001238193;0.020578046;0.006082965;0.002370029;0.001369603;0.025204601;0.005721363;0.002248152;0.001402518
0.018367056;0.004554045;0.001853902;0.00101145;0.020961206;0.004999192;0.001993154;0.001135122;0.022121289;0.005459329;0.002520243;0.001220274;0.023774565;0.006034309;0.00237541;0.001337677;0.024807339;0.006208881;0.002717626;0.00141173
0.017533147;0.004554045;0.001887537;0.00101145;0.021830864;0.005022653;0.002140871;0.001153321;0.021829299;0.005305883;0.002327608;0.001177849;0.020949187;0.005645931;0.002612223;0.00120229;0.02607285;0.006389719;0.002817275;0.001331364
0.017357034;0.00470177;0.001954281;0.00099278;0.021407117;0.005080165;0.002064545;0.001033334;0.022700942;0.005865648;0.002102812;0.001271957;0.023355397;0.005661522;0.002505401;0.001304296;0.024649766;0.006475509;0.002972915;0.001510427
0.018081871;0.004554045;0.001853902;0.00101145;0.021456617;0.005148594;0.001893349;0.001128624;0.022008347;0.005795036;0.002322211;0.001238193;0.024788991;0.005795547;0.002505401;0.001396403;0.022636456;0.006869232;0.002312912;0.001284161
0.018108204;0.004554045;0.001853902;0.00101145;0.021320774;0.005022653;0.002167353;0.001095272;0.021417074;0.005091822;0.002411986;0.001135041;0.020165709;0.006158733;0.00236958;0.001241413;0.028891839;0.006249405;0.002417127;0.001519553
0.017760163;0.004774413;0.001887537;0.001067076;0.019523785;0.004999192;0.002097095;0.00111035;0.023092132;0.004952671;0.002338627;0.001220274;0.024709602;0.00597298;0.002411537;0.001254131;0.024098202;0.006127107;0.002541291;0.001597849
0.019278272;0.004403068;0.001887537;0.00099278;0.019874962;0.005394449;0.001998918;0.001088751;0.024715538;0.005271678;0.002344024;0.001342786;0.023983889;0.005784551;0.002178499;0.001363477;0.028571137;0.006236707;0.002458829;0.001565707
0.018367056;0.00470177;0.001786104;0.00101145;0.021237848;0.004940867;0.002178723;0.001070343;0.020358397;0.005734513;0.002178499;0.001241413;0.027611559;0.005855767;0.002520243;0.001289638;0.027393321;0.006121608;0.002748384;0.001390289
0.017760163;0.004478963;0.001954281;0.00101145;0.021754493;0.005080165;0.002102812;0.001107095;0.020690076;0.005338112;0.002259234;0.001210759;0.024278075;0.005801884;0.002541515;0.001295973;0.028430663;0.006224257;0.002540617;0.001516484
0.018108204;0.004554045;0.001887537;0.00101145;0.020256397;0.005022653;0.002064545;0.00111035;0.0225746;0.005605555;0.002338627;0.001283465;0.022797025;0.006044033;0.002531104;0.001286592;0.023566594;0.005865648;0.002617958;0.001469969
0.018683261;0.004846242;0.001853902;0.001030056;0.020785791;0.00517176;0.002102812;0.001113605;0.021334963;0.005713415;0.002253581;0.001307499;0.023516943;0.005885411;0.002516293;0.00125613;0.030194457;0.006091585;0.002596589;0.001545696
0.018357724;0.004403068;0.001853902;0.001030056;0.018367056;0.004869997;0.002210699;0.001113605;0.021354225;0.005022653;0.002285173;0.001231916;0.027606554;0.005566177;0.002494733;0.001241413;0.025826233;0.006123349;0.002577197;0.001496304
0.017533147;0.004628314;0.001887537;0.001030056;0.019219497;0.005080165;0.002026071;0.001095272;0.021987774;0.005886452;0.002173038;0.001213985;0.023865743;0.005469578;0.002500291;0.00133448;0.02466833;0.006359688;0.002987672;0.001519389
0.018038119;0.004554045;0.001853902;0.00101145;0.018985308;0.004786364;0.002070278;0.001092012;0.023242693;0.005640277;0.00203182;0.0012235;0.028470023;0.006024516;0.002473623;0.001262477;0.029369894;0.006318462;0.002658255;0.001525446
0.018038119;0.00470177;0.001786104;0.00099278;0.019694548;0.004999192;0.002070278;0.001095272;0.02229782;0.005459329;0.002216143;0.001171374;0.023169154;0.005648298;0.002386397;0.001393305;0.023131107;0.005962142;0.002474205;0.001484168
0.017533147;0.004554045;0.001954281;0.00110384;0.020133313;0.005010922;0.001998918;0.001073609;0.02390979;0.005091822;0.002285173;0.00116297;0.024153;0.005733854;0.002370029;0.001211741;0.032819176;0.005556001;0.002672944;0.001562568
0.018038119;0.004554045;0.001887537;0.000974046;0.018747012;0.005022653;0.00203182;0.001113605;0.019123271;0.005349548;0.0023903;0.001286592;0.022931825;0.005702346;0.002443004;0.001372788;0.025230189;0.006158072;0.002536197;0.001420013
0.018658196;0.004628314;0.001954281;0.00099278;0.01997559;0.004952671;0.002064545;0.001171456;0.024694491;0.005879144;0.002152049;0.001153321;0.023566736;0.005983828;0.002338403;0.001525691;0.025324967;0.006302673;0.002802104;0.001419931
0.016701701;0.004846242;0.001853902;0.001067076;0.020707857;0.004869997;0.002070278;0.001146834;0.022341856;0.00560893;0.002058812;0.001177849;0.0279802;0.005649338;0.002525337;0.001379078;0.023875496;0.00587657;0.002546608;0.001328249
0.018367056;0.004554045;0.001887537;0.00101145;0.019009659;0.004881875;0.001932589;0.001051871;0.020904743;0.005045074;0.002259234;0.001192758;0.024219633;0.005827429;0.00240103;0.001274003;0.025098458;0.006660718;0.002757964;0.001463808
0.018658196;0.004628314;0.001954281;0.001030056;0.021100301;0.004869997;0.002167353;0.001153321;0.022810128;0.005469578;0.002146348;0.001262477;0.021829299;0.005851316;0.002338403;0.001378996;0.025751607;0.006261932;0.002846443;0.001484168
0.018658196;0.00470177;0.001920997;0.00101145;0.02092602;0.005183344;0.001998918;0.001131873;0.019136361;0.005629134;0.002253581;0.001217129;0.026212384;0.005670584;0.002541291;0.00139942;0.025838769;0.006558849;0.002876915;0.001478884
0.018367056;0.004628314;0.001853902;0.001030056;0.019140998;0.004846242;0.001954281;0.001150078;0.025137203;0.005160177;0.002216143;0.001244633;0.021621869;0.005661522;0.00225901;0.001385367;0.023671911;0.006134773;0.00284717;0.001455635
0.018357724;0.00470177;0.001853902;0.00101145;0.019009659;0.004640412;0.002064545;0.001088751;0.022811704;0.005469578;0.002178723;0.001070343;0.0249182;0.005744998;0.002386397;0.001352114;0.025607134;0.00616832;0.002612223;0.001399501
0.017724453;0.00470177;0.001887537;0.00099278;0.02068183;0.005080165;0.002102812;0.001131873;0.022407407;0.005182304;0.002247927;0.0012235;0.02186288;0.005713415;0.002380567;0.001420013;0.022478641;0.005945637;0.002500291;0.00149614
0.017760163;0.004554045;0.001954281;0.00099278;0.020722352;0.005010922;0.002064545;0.001088751;0.023706835;0.005404772;0.002097095;0.0012235;0.024985986;0.005817176;0.002406396;0.001378996;0.023550935;0.005898251;0.002577197;0.001405697
0.018747012;0.004774413;0.001887537;0.00099278;0.019009659;0.005091822;0.001926793;0.00111035;0.019553658;0.005258095;0.002566593;0.001195908;0.023091797;0.005866689;0.002395665;0.001366581;0.024046031;0.006789141;0.00264749;0.001429289
0.017760163;0.004403068;0.001887537;0.000955249;0.021778344;0.004786364;0.002108529;0.001092012;0.020137139;0.005491116;0.002221813;0.001220274;0.025084608;0.005902883;0.002601875;0.001372707;0.023885214;0.006287741;0.002663077;0.001543615
0.018108204;0.004846242;0.001887537;0.001048598;0.020722352;0.005080165;0.002216368;0.001131873;0.024280766;0.005506091;0.002189645;0.001128624;0.020495019;0.005640277;0.002514926;0.001348923;0.029580502;0.006620601;0.002687804;0.00144654
0.018367056;0.004774413;0.001954281;0.000974046;0.020557505;0.005305883;0.001960061;0.001051871;0.019847592;0.005316279;0.002344249;0.001322018;0.024270579;0.005803421;0.002322435;0.001352033;0.025528447;0.006091585;0.002738131;0.001519389
0.019009659;0.004554045;0.001853902;0.000974046;0.021025406;0.004869997;0.002253805;0.001168218;0.023578594;0.004952671;0.002102812;0.001235054;0.022394746;0.005743251;0.002642444;0.001238275;0.032661723;0.005874489;0.002733117;0.001429289
0.017760163;0.004628314;0.001954281;0.001030056;0.021237848;0.005250738;0.001998918;0.001036613;0.02079483;0.005317319;0.002406396;0.00119914;0.025048148;0.005480867;0.002588026;0.001325134;0.03525073;0.006110907;0.002861567;0.001519389
0.018658196;0.00470177;0.001887537;0.00101145;0.021937159;0.004929063;0.002026071;0.001113605;0.023168619;0.005404772;0.002216143;0.001259344;0.023318906;0.006005047;0.002572119;0.001390289;0.025202995;0.00616832;0.002525337;0.001340629
0.018108204;0.004774413;0.001887537;0.00099278;0.019590902;0.005239228;0.002058812;0.001092012;0.023068454;0.005349548;0.00225901;0.001092012;0.022644334;0.005634714;0.002221813;0.001355224;0.027164407;0.006176866;0.002663525;0.001369603
0.019009659;0.004478963;0.001954281;0.001048598;0.019478102;0.005010922;0.00203182;0.001036613;0.021256875;0.004940867;0.002364423;0.00126561;0.026788448;0.006312485;0.002453255;0.001310539;0.022568331;0.006111947;0.002306825;0.001525446
0.018658196;0.004554045;0.001887537;0.000955249;0.019590902;0.005022653;0.00203182;0.001150078;0.0206284;0.005393409;0.002448354;0.001283465;0.026702312;0.006349132;0.002478957;0.001259344;0.02331602;0.00616832;0.002953823;0.00157174
0.018747012;0.00470177;0.001987389;0.00101145;0.020133313;0.004786364;0.002064545;0.001153321;0.020099705;0.005517455;0.002301861;0.001244633;0.020857216;0.005415094;0.002612672;0.001378996;0.029431633;0.006197138;0.002822482;0.001301175
0.017760163;0.004628314;0.001820091;0.000974046;0.02024944;0.004881875;0.002058812;0.001030056;0.020667209;0.005480867;0.002253581;0.001241413;0.02412967;0.005327715;0.0024894;0.00131366;0.026614037;0.006573278;0.002727879;0.001325134
0.018038119;0.004554045;0.001887537;0.001030056;0.020209637;0.005250738;0.002070278;0.001153321;0.025517206;0.005383086;0.002070278;0.001095272;0.023365953;0.005713346;0.002327608;0.001283465;0.020206353;0.006174607;0.002718658;0.001304296
0.01695809;0.004554045;0.001920997;0.00099278;0.021307802;0.004952671;0.002091378;0.00111035;0.021467142;0.005272718;0.002189869;0.001217129;0.021254256;0.006214372;0.00240103;0.001364471;0.028227913;0.006204588;0.0023438;0.001502372
0.017760163;0.004554045;0.001887537;0.000936387;0.01847867;0.00517176;0.002037568;0.001213985;0.02297699;0.005415094;0.002364423;0.00127713;0.028789659;0.005885411;0.002601875;0.001372788;0.023359128;0.006158733;0.002576748;0.001542551
0.018108204;0.00470177;0.001820091;0.00108549;0.0213678;0.005250738;0.001965842;0.001171456;0.019592875;0.005339152;0.002327608;0.001171456;0.022014366;0.005924059;0.00225901;0.001372707;0.022801829;0.006456928;0.002727879;0.001399501
0.01695809;0.004628314;0.001820091;0.001048598;0.020269761;0.004628314;0.002102812;0.001073609;0.020787882;0.005182304;0.002290586;0.00119914;0.026674139;0.006109866;0.002349422;0.001310539;0.026805258;0.00613989;0.002464178;0.001522377
0.018038119;0.004478963;0.001887537;0.000974046;0.021450899;0.005317319;0.002070278;0.001128624;0.024307974;0.005926021;0.002296448;0.001192676;0.027689009;0.005426458;0.002296223;0.001352033;0.025259135;0.006419523;0.002500291;0.001402354
0.018658196;0.004554045;0.001887537;0.001067076;0.020679157;0.005160177;0.001954281;0.001113605;0.022617203;0.005428248;0.002316814;0.00111686;0.020996036;0.00631505;0.002333005;0.001205522;0.026497731;0.006388083;0.002802104;0.001369685
0.017760163;0.004774413;0.001786104;0.00099278;0.021379661;0.00517176;0.002037568;0.001107095;0.020906406;0.005513696;0.00240103;0.001325134;0.021743161;0.005895293;0.002762716;0.001262314;0.020185749;0.006137337;0.002667898;0.001562731
0.017418043;0.004478963;0.001920997;0.001030056;0.020679157;0.005010922;0.002070278;0.001135122;0.024746368;0.005480867;0.00225901;0.00119914;0.021567452;0.005692318;0.002647715;0.001423023;0.024328753;0.006054065;0.002643267;0.001568683
0.017357034;0.00470177;0.001887537;0.001048598;0.020476142;0.00517176;0.002146572;0.00111035;0.021830864;0.005702346;0.002184184;0.001241413;0.028062016;0.005469578;0.002285397;0.001449789;0.026815842;0.005935829;0.002582275;0.001343581
0.017760163;0.004628314;0.001920997;0.00099278;0.021353414;0.005239228;0.002140871;0.00111686;0.025598491;0.005383086;0.002010223;0.001168218;0.021418988;0.005722403;0.002458829;0.001259263;0.02837354;0.006346337;0.002478957;0.001519553
0.018357724;0.004478963;0.001887537;0.001030056;0.02022186;0.005068508;0.002064545;0.001150078;0.020457852;0.005327715;0.002406396;0.00113829;0.023908549;0.006256003;0.002370029;0.001235054;0.021975497;0.006449897;0.002576748;0.001533606
0.017533147;0.004554045;0.001887537;0.00099278;0.021237848;0.004798315;0.002064545;0.001033334;0.021237281;0.005544786;0.002327833;0.001262477;0.022458123;0.006014782;0.002777935;0.00119914;0.024340659;0.005865648;0.00259243;0.001562731
0.018955285;0.00470177;0.001853902;0.001030056;0.020353019;0.005080165;0.002210699;0.001146834;0.024588912;0.005327715;0.002395665;0.001213985;0.021725155;0.005249698;0.002577197;0.001405779;0.020938485;0.006266855;0.002453479;0.001361198
0.017760163;0.00470177;0.001920997;0.001048598;0.020126157;0.00517176;0.002064545;0.001070343;0.023599063;0.005519202;0.002259234;0.001210759;0.023326044;0.005469578;0.002416903;0.001419931;0.023046883;0.006379994;0.002762492;0.001455799
0.018038119;0.004628314;0.001853902;0.00101145;0.020214627;0.004940867;0.002097095;0.00099278;0.020280516;0.005556001;0.002037568;0.001325215;0.028142784;0.006203669;0.002374961;0.001280257;0.026884912;0.006203669;0.002370338;0.001289638
0.018357724;0.004478963;0.001853902;0.001030056;0.019478102;0.005160177;0.001998918;0.00111035;0.020906406;0.005629134;0.002248152;0.001153321;0.022508019;0.005658894;0.002469753;0.001420013;0.019337398;0.006317421;0.002777935;0.001358252
0.018357724;0.004917259;0.001853902;0.001048598;0.020865272;0.004952671;0.002070278;0.001073609;0.024358896;0.005492981;0.00229081;0.001241413;0.023305128;0.006101246;0.002632128;0.001265528;0.025894705;0.006199543;0.002911211;0.001434357
0.018357724;0.004554045;0.001920997;0.000974046;0.018682391;0.005091822;0.002097095;0.001073609;0.020628246;0.005339152;0.002102812;0.001241413;0.022845227;0.005501366;0.002495182;0.001238275;0.024829908;0.006062414;0.0028566;0.001372707
0.018490336;0.004403068;0.001853902;0.001048598;0.018108204;0.00485812;0.00203182;0.001128624;0.024453272;0.005022653;0.002125455;0.001181087;0.027561773;0.005576353;0.002307274;0.001416921;0.022312109;0.006015235;0.002555989;0.001542633
0.018357724;0.00470177;0.001954281;0.000974046;0.021534076;0.004952671;0.00213517;0.001131873;0.02026873;0.005327715;0.00227976;0.001244633;0.023764574;0.005767189;0.00237541;0.001361443;0.026535108;0.005983828;0.002772713;0.001522377
0.018955285;0.004628314;0.001954281;0.00099278;0.019949135;0.004869997;0.002097095;0.001156565;0.022652552;0.005193887;0.002253581;0.0012235;0.020202411;0.00603425;0.002566369;0.001247609;0.026666667;0.006180913;0.002693059;0.001551577
0.018357724;0.004774413;0.001853902;0.001048598;0.019478102;0.004786364;0.001998918;0.001055143;0.021235046;0.005645931;0.002184184;0.00126561;0.02238806;0.005983171;0.002285173;0.001328331;0.025508799;0.006369067;0.002822482;0.001378996
0.018658196;0.004774413;0.001853902;0.00099278;0.019949104;0.004952671;0.002167353;0.001113605;0.020351984;0.005629134;0.002184184;0.001210759;0.028393851;0.005619032;0.002642444;0.001390289;0.024446369;0.006363292;0.002738131;0.001396567
0.017724453;0.004628314;0.001954281;0.00101145;0.018936711;0.005080165;0.002140871;0.001153321;0.020679829;0.005629134;0.002205029;0.001286592;0.021266853;0.005404772;0.002296223;0.001420013;0.026054093;0.006209698;0.002777486;0.001582673
0.018038119;0.004554045;0.001887537;0.00101145;0.017533147;0.00485812;0.001926793;0.001128624;0.02364044;0.005284757;0.002184184;0.001150078;0.025965967;0.005713415;0.002253356;0.001289638;0.029522158;0.006722734;0.002787707;0.001369685
0.018367056;0.004846242;0.001820091;0.00099278;0.020209637;0.00517176;0.001993154;0.001171456;0.023811853;0.005328756;0.002221813;0.001220355;0.023013713;0.005804462;0.00244278;0.001358497;0.032042703;0.006346337;0.002717626;0.00151632
0.017418043;0.004554045;0.001954281;0.001067076;0.020479219;0.004554045;0.002102812;0.001088751;0.023920889;0.005114096;0.002102812;0.00111035;0.020692144;0.005502406;0.002391554;0.001250829;0.033500945;0.006168031;0.002851185;0.001580504
0.018108204;0.00470177;0.001954281;0.000936387;0.019747698;0.004940867;0.00203182;0.001051871;0.020150598;0.005183344;0.00240103;0.0012235;0.021763717;0.005383086;0.002448354;0.001283465;0.026666667;0.00603321;0.002607161;0.001402354
0.018239634;0.004628314;0.001954281;0.00099278;0.021302534;0.004952671;0.002076011;0.001192758;0.020938088;0.005469578;0.002119738;0.001192758;0.027758955;0.005702346;0.002364423;0.001366581;0.023402979;0.006721547;0.002606937;0.001385122
0.01695809;0.004774413;0.001853902;0.00099278;0.0211615;0.004999192;0.002026071;0.001171456;0.020402951;0.005249698;0.002301861;0.001131873;0.024372742;0.006055636;0.002381016;0.001283302;0.023639599;0.00635887;0.00244813;0.001487243
0.018357724;0.004628314;0.001954281;0.000974046;0.020896601;0.004929063;0.001998918;0.001067076;0.022607988;0.005480867;0.002572119;0.001259263;0.022922584;0.005995841;0.002364423;0.001369685;0.025694168;0.005721363;0.00268255;0.00142286
0.018747012;0.004554045;0.001887537;0.001048598;0.020659408;0.005022653;0.002064545;0.001210759;0.023054508;0.005383086;0.002227482;0.001238275;0.02351832;0.005459329;0.002576748;0.001372707;0.022260134;0.006553016;0.002717626;0.001352033
0.017760163;0.004774413;0.001853902;0.00099278;0.019949104;0.005160177;0.002026071;0.001070343;0.025265518;0.005415064;0.002129469;0.001262477;0.026072102;0.005712375;0.002494733;0.001399501;0.029683544;0.006491497;0.002707924;0.001402518
0.019009659;0.004478963;0.001920997;0.00101145;0.022013641;0.00517176;0.00203182;0.00111035;0.02118419;0.005556001;0.00233323;0.001280257;0.024116299;0.005793466;0.002531104;0.001238275;0.023632476;0.006234432;0.002668122;0.001265528
0.018038119;0.004403068;0.001853902;0.00101145;0.021534076;0.004940867;0.001960061;0.001131873;0.024740386;0.004809226;0.00233323;0.001184243;0.021401727;0.005924059;0.002514926;0.001304378;0.02575668;0.005885411;0.002571671;0.001475885
0.019278272;0.004917259;0.001887537;0.00099278;0.021100301;0.005239228;0.002210699;0.001107095;0.022645066;0.005327715;0.002422941;0.001195908;0.020723088;0.005722403;0.002494958;0.00141391;0.023182813;0.006164711;0.002737683;0.001511515
0.018357724;0.004403068;0.001920997;0.000974046;0.020431113;0.005091822;0.002037568;0.001153321;0.020549199;0.005349548;0.00233323;0.001174612;0.023077629;0.006335261;0.00229081;0.00125613;0.023761762;0.006203669;0.002582275;0.00148529
0.018357724;0.004554045;0.001820091;0.00101145;0.018503865;0.005103479;0.001998918;0.001014734;0.023432471;0.005033343;0.00229081;0.00120229;0.024538877;0.005756142;0.002296223;0.001372707;0.028446215;0.006377088;0.00262302;0.001423105
